year,selling_price,km_driven,fuel,seller_type,transmission,owner,Brand
0.5357142857142918,0.004504504504504504,0.08678300714854241,1.0,0.5,1.0,0.0,0.6428571428571428
0.5357142857142918,0.01295045045045045,0.06198750802754284,1.0,0.5,1.0,0.0,0.6428571428571428
0.7142857142857082,0.06531531531531531,0.12397625583004174,0.25,0.5,1.0,0.0,0.3571428571428571
0.8928571428571388,0.0259009009009009,0.05702840820334293,1.0,0.5,1.0,0.0,0.17857142857142855
0.7857142857142918,0.04842342342342342,0.1748070290280908,0.25,0.5,1.0,0.5,0.3214285714285714
0.5357142857142918,0.013513513513513513,0.15497062973129117,1.0,0.5,1.0,0.0,0.6428571428571428
0.8571428571428612,0.059684684684684686,0.030993134126293394,1.0,0.5,1.0,0.0,0.3571428571428571
0.7857142857142918,0.02477477477477477,0.07438525758804262,1.0,0.5,1.0,0.5,0.8928571428571428
0.8214285714285694,0.09346846846846846,0.030993134126293394,1.0,0.5,1.0,0.0,0.3571428571428571
0.8928571428571388,0.03885135135135135,0.09670120679694223,0.0,0.5,1.0,0.0,0.6428571428571428
0.8214285714285694,0.027027027027027025,0.043390883686793176,1.0,0.5,1.0,0.0,0.10714285714285714
0.7857142857142918,0.0259009009009009,0.12397625583004174,1.0,0.5,1.0,0.0,0.8928571428571428
0.9285714285714306,0.18355855855855854,0.030993134126293394,1.0,0.0,0.0,0.0,0.9285714285714285
0.5357142857142918,0.004504504504504504,0.08678300714854241,1.0,0.5,1.0,0.0,0.6428571428571428
0.5357142857142918,0.01295045045045045,0.06198750802754284,1.0,0.5,1.0,0.0,0.6428571428571428
0.7142857142857082,0.06531531531531531,0.12397625583004174,0.25,0.5,1.0,0.0,0.3571428571428571
0.8928571428571388,0.0259009009009009,0.05702840820334293,1.0,0.5,1.0,0.0,0.17857142857142855
0.7857142857142918,0.04842342342342342,0.1748070290280908,0.25,0.5,1.0,0.5,0.3214285714285714
0.5357142857142918,0.013513513513513513,0.15497062973129117,1.0,0.5,1.0,0.0,0.6428571428571428
0.8571428571428612,0.059684684684684686,0.030993134126293394,1.0,0.5,1.0,0.0,0.3571428571428571
0.7857142857142918,0.02477477477477477,0.07438525758804262,1.0,0.5,1.0,0.5,0.8928571428571428
0.8214285714285694,0.09346846846846846,0.030993134126293394,1.0,0.5,1.0,0.0,0.3571428571428571
0.8928571428571388,0.03885135135135135,0.09670120679694223,0.0,0.5,1.0,0.0,0.6428571428571428
0.8214285714285694,0.027027027027027025,0.043390883686793176,1.0,0.5,1.0,0.0,0.10714285714285714
0.7857142857142918,0.0259009009009009,0.12397625583004174,1.0,0.5,1.0,0.0,0.8928571428571428
0.9285714285714306,0.18355855855855854,0.030993134126293394,1.0,0.0,0.0,0.0,0.9285714285714285
0.8214285714285694,0.06362612612612611,0.029753359170243417,1.0,0.0,1.0,0.0,0.6428571428571428
0.9642857142857082,0.1323198198198198,0.006197635005293839,0.25,0.0,1.0,0.0,0.3571428571428571
0.75,0.041666666666666664,0.04091133377469322,0.25,0.5,1.0,0.5,0.10714285714285714
0.7857142857142918,0.21903141891891892,0.03471245899444333,0.25,0.0,0.0,0.0,0.42857142857142855
0.75,0.15822072072072071,0.07314548263199265,0.25,0.0,0.0,0.0,0.6785714285714285
0.9285714285714306,0.10754504504504503,0.00557774752726885,0.25,0.0,0.0,0.0,0.6428571428571428
0.6785714285714306,0.13175675675675674,0.21807517499423504,0.25,0.0,0.0,0.0,0.03571428571428571
0.9285714285714306,0.10247747747747747,0.01797549708776863,1.0,0.0,1.0,0.0,0.3214285714285714
0.9285714285714306,0.05686936936936937,0.018595384565793616,1.0,0.5,1.0,0.0,0.8928571428571428
0.75,0.19313063063063063,0.06198750802754284,0.25,0.0,0.0,0.0,0.03571428571428571
0.7142857142857082,0.15259009009009009,0.041903153739533204,0.25,0.0,0.0,0.5,0.6785714285714285
0.6785714285714306,0.04842342342342342,0.16166541449396105,0.25,0.0,0.0,0.5,0.8571428571428571
